order_id,order_date,customer_id,region,segment,product,category,quantity,unit_price,discount,revenue,profit
SO-001018,2026-04-14,CUST-00385,APAC,Mid-Market,SF DevOps Toolkit,Software,12,4139.42,0.1,44705.74,32979.52
SO-001019,2025-02-27,CUST-00264,APAC,SMB,SF Migration Services,Services,2,18720.65,0.1,33697.17,11837.5
SO-001020,2024-01-18,CUST-00165,APAC,Mid-Market,SF Migration Services,Services,3,24464.67,0.25,55045.51,17635.04
SO-001021,2025-03-30,CUST-00348,North America,SMB,SF DevOps Toolkit,Software,20,4180.52,0.15,71068.84,50674.72
SO-001022,2025-03-14,CUST-00179,North America,SMB,SF Premium Support,Support,22,3985.67,0.2,70147.79,41171.59
SO-001023,2025-09-13,CUST-00151,North America,SMB,SF DevOps Toolkit,Software,23,3750.38,0.05,81945.8,52516.2
SO-001024,2026-01-03,CUST-00439,APAC,SMB,SF Standard Support,Support,2,1599.05,0.15,2718.38,1271.85
SO-001025,2025-07-15,CUST-00345,North America,Mid-Market,SF Premium Support,Support,6,4028.12,0.25,18126.54,9382.23
SO-001026,2024-09-03,CUST-00277,North America,Mid-Market,SF DevOps Toolkit,Software,7,3784.75,0.25,19869.94,13560.65
SO-001027,2025-03-21,CUST-00055,North America,Mid-Market,SF Training Bundle,Training,1,2155.37,0.25,1616.53,744.46
SO-001028,2024-10-14,CUST-00393,APAC,Enterprise,SF DevOps Toolkit,Software,24,3894.61,0.05,88797.11,66304.01
SO-001029,2025-11-12,CUST-00064,APAC,Enterprise,SF Mobile Suite,Software,18,6760.42,0.05,115603.18,82488.72
SO-001030,2024-08-17,CUST-00171,North America,Enterprise,SF Implementation,Services,5,13041.0,0,65205.0,22595.17
SO-001031,2026-01-23,CUST-00381,APAC,Mid-Market,SF Training Bundle,Training,4,2510.82,0.15,8536.79,4040.03
SO-001032,2026-04-07,CUST-00224,EMEA,Enterprise,SF DevOps Toolkit,Software,8,3896.46,0,31171.68,15311.51
SO-001033,2026-01-28,CUST-00175,EMEA,SMB,SF Implementation,Services,2,16100.78,0,32201.56,8538.58
SO-001034,2024-11-16,CUST-00437,North America,Enterprise,SF AI Assistant,Software,19,12852.9,0,244205.1,157944.39
SO-001035,2025-02-01,CUST-00098,North America,Enterprise,SF AI Assistant,Software,11,12976.61,0.15,121331.3,92032.91
SO-001036,2025-06-16,CUST-00065,North America,Enterprise,SF Migration Services,Services,5,22599.12,0,112995.6,23884.82
SO-001037,2025-04-16,CUST-00437,North America,Enterprise,SF Data Connect,Software,5,5912.16,0,29560.8,15553.23
SO-001038,2025-04-11,CUST-00349,North America,Enterprise,SF Mobile Suite,Software,20,6077.62,0.15,103319.54,75523.12
SO-001039,2025-12-20,CUST-00424,LATAM,Government,SF Cloud Platform,Software,20,17028.75,0.05,323546.25,219621.58
SO-001040,2025-12-24,CUST-00141,LATAM,Government,SF Implementation,Services,4,15589.85,0,62359.4,15822.09
SO-001041,2025-01-20,CUST-00495,APAC,SMB,SF Cloud Platform,Software,11,16124.59,0.15,150764.92,110152.28
SO-001042,2026-04-09,CUST-00479,North America,Enterprise,SF DevOps Toolkit,Software,23,4497.01,0.25,77573.42,54860.9
SO-001043,2025-05-14,CUST-00439,APAC,SMB,SF Training Bundle,Training,4,2255.35,0.15,7668.19,3546.35
SO-001044,2024-01-23,CUST-00082,APAC,SMB,SF Standard Support,Support,13,1712.2,0.1,20032.74,13168.25
SO-001045,2025-02-04,CUST-00388,North America,Mid-Market,SF AI Assistant,Software,3,12100.24,0,36300.72,24732.49
SO-001046,2025-12-18,CUST-00100,EMEA,Enterprise,SF Standard Support,Support,13,1582.55,0,20573.15,12397.41
SO-001047,2026-04-04,CUST-00444,North America,Enterprise,SF Cloud Platform,Software,23,16942.0,0.1,350699.4,225351.07
SO-001048,2025-12-13,CUST-00227,North America,SMB,SF Premium Support,Support,10,4029.0,0,40290.0,24423.74
SO-001049,2026-01-22,CUST-00101,APAC,SMB,SF Migration Services,Services,1,21090.69,0.2,16872.55,3801.25
SO-001050,2024-05-31,CUST-00403,APAC,SMB,SF AI Assistant,Software,14,12646.0,0,177044.0,83796.3
SO-001051,2025-04-30,CUST-00183,North America,Mid-Market,SF Mobile Suite,Software,2,5753.83,0.05,10932.28,6176.82
SO-001052,2024-06-01,CUST-00223,EMEA,Mid-Market,SF Migration Services,Services,4,20317.01,0,81268.04,21901.47
SO-001053,2025-12-05,CUST-00155,APAC,Mid-Market,SF Implementation,Services,2,15687.59,0.05,29806.42,9352.34
SO-001054,2025-11-17,CUST-00408,EMEA,Enterprise,SF Migration Services,Services,1,23833.02,0.2,19066.42,5863.81
SO-001055,2025-10-09,CUST-00141,LATAM,Government,SF Migration Services,Services,4,21124.33,0,84497.32,18791.83
SO-001056,2025-10-18,CUST-00251,North America,Enterprise,SF Migration Services,Services,5,20184.57,0.1,90830.57,32526.65
SO-001057,2024-10-07,CUST-00246,North America,SMB,SF Training Bundle,Training,1,2611.93,0,2611.93,984.28
SO-001058,2025-12-20,CUST-00331,EMEA,Enterprise,SF AI Assistant,Software,10,12257.12,0,122571.2,58299.39
SO-001059,2026-03-25,CUST-00466,EMEA,Enterprise,SF Standard Support,Support,6,1748.88,0.15,8919.29,4399.83
SO-001060,2025-07-03,CUST-00419,EMEA,Enterprise,SF Certification Prep,Training,5,896.91,0.05,4260.32,1691.11
SO-001061,2026-04-18,CUST-00366,North America,Government,SF Certification Prep,Training,1,968.45,0,968.45,398.73
SO-001062,2024-07-04,CUST-00061,EMEA,Government,SF Implementation,Services,2,12773.96,0.05,24270.52,6241.03
SO-001063,2024-05-11,CUST-00021,North America,Enterprise,SF Implementation,Services,2,15686.88,0,31373.76,7796.82
SO-001064,2024-02-05,CUST-00386,APAC,Enterprise,SF Analytics Suite,Software,4,9517.52,0.05,36166.58,22855.07
SO-001065,2025-11-04,CUST-00217,EMEA,Enterprise,SF Cloud Platform,Software,8,16923.24,0.25,101539.44,63342.23
SO-001066,2024-10-27,CUST-00401,EMEA,SMB,SF Migration Services,Services,5,21636.47,0.1,97364.12,30598.16
SO-001067,2024-12-26,CUST-00268,North America,Mid-Market,SF Implementation,Services,5,15047.66,0.1,67714.47,20950.35
SO-001068,2024-08-30,CUST-00023,EMEA,SMB,SF Cloud Platform,Software,7,16065.0,0.2,89964.0,47226.08
SO-001069,2025-09-08,CUST-00069,North America,Government,SF Standard Support,Support,7,1849.56,0,12946.92,7580.47
SO-001070,2024-03-17,CUST-00217,EMEA,Enterprise,SF Standard Support,Support,9,1670.76,0.1,13533.16,5818.08
SO-001071,2024-03-26,CUST-00234,APAC,SMB,SF Security Pro,Software,22,7625.3,0.1,150980.94,94992.51
SO-001072,2025-10-06,CUST-00037,North America,Mid-Market,SF Training Bundle,Training,3,2756.66,0.1,7442.98,2370.78
SO-001073,2025-07-31,CUST-00191,North America,Enterprise,SF Migration Services,Services,5,22692.63,0.05,107789.99,25117.62
SO-001074,2025-03-20,CUST-00404,North America,Mid-Market,SF AI Assistant,Software,1,13670.46,0,13670.46,7420.2
SO-001075,2024-04-22,CUST-00273,APAC,Mid-Market,SF Migration Services,Services,5,21384.76,0,106923.8,23881.02
SO-001076,2024-12-07,CUST-00466,EMEA,Enterprise,SF Certification Prep,Training,3,804.51,0.15,2051.5,686.7
SO-001077,2025-01-21,CUST-00051,APAC,SMB,SF DevOps Toolkit,Software,13,4769.25,0.15,52700.21,26093.91
SO-001078,2026-01-15,CUST-00270,North America,SMB,SF Security Pro,Software,19,8551.94,0.05,154362.52,96771.72
SO-001079,2025-08-08,CUST-00359,North America,Mid-Market,SF Security Pro,Software,18,7264.27,0,130756.86,61532.62
SO-001080,2026-02-08,CUST-00163,EMEA,Mid-Market,SF AI Assistant,Software,6,11442.62,0.15,58357.36,44911.83
SO-001081,2025-07-18,CUST-00273,APAC,Mid-Market,SF Implementation,Services,4,14895.88,0,59583.52,12597.42
SO-001082,2025-12-31,CUST-00263,North America,Mid-Market,SF Mobile Suite,Software,22,5771.42,0.05,120622.68,83713.62
SO-001083,2026-01-12,CUST-00028,EMEA,Enterprise,SF Migration Services,Services,3,23369.52,0,70108.56,21124.09
SO-001084,2025-04-13,CUST-00362,North America,SMB,SF Mobile Suite,Software,15,7448.18,0.15,94964.3,58709.26
SO-001085,2025-03-14,CUST-00142,North America,SMB,SF Standard Support,Support,23,2005.95,0.15,39216.32,18389.57
SO-001086,2024-03-30,CUST-00440,EMEA,SMB,SF Security Pro,Software,14,8433.15,0.2,94451.28,62457.79
SO-001087,2026-01-17,CUST-00040,North America,Enterprise,SF DevOps Toolkit,Software,3,3778.04,0,11334.12,7895.44
SO-001088,2025-05-19,CUST-00284,LATAM,Mid-Market,SF Certification Prep,Training,1,1024.78,0.05,973.54,371.64
SO-001089,2024-05-19,CUST-00375,EMEA,SMB,SF Premium Support,Support,16,3616.21,0.3,40501.55,25484.47
SO-001090,2024-05-07,CUST-00358,EMEA,Enterprise,SF AI Assistant,Software,1,12418.63,0.2,9934.9,6928.83
SO-001091,2025-03-11,CUST-00366,North America,Government,SF Training Bundle,Training,5,2579.76,0,12898.8,5518.06
SO-001092,2026-04-23,CUST-00487,EMEA,Mid-Market,SF Standard Support,Support,22,1858.96,0.1,36807.41,23935.05
SO-001093,2026-02-21,CUST-00346,LATAM,Government,SF Standard Support,Support,8,1624.4,0.05,12345.44,5205.61
SO-001094,2024-02-22,CUST-00181,EMEA,Mid-Market,SF AI Assistant,Software,16,11564.74,0.05,175784.05,86450.75
SO-001095,2025-11-26,CUST-00468,APAC,SMB,SF DevOps Toolkit,Software,18,4641.98,0.2,66844.51,36715.75
SO-001096,2024-10-27,CUST-00248,North America,Mid-Market,SF Security Pro,Software,7,6635.23,0.1,41801.95,24367.48
SO-001097,2024-11-08,CUST-00473,North America,Mid-Market,SF Migration Services,Services,5,24149.8,0,120749.0,33744.34
SO-001098,2025-05-14,CUST-00317,APAC,Enterprise,SF Cloud Platform,Software,12,15331.81,0.05,174782.63,96473.71
SO-001099,2024-01-06,CUST-00055,North America,Mid-Market,SF Data Connect,Software,24,4891.58,0.05,111528.02,54418.4
SO-001100,2024-07-21,CUST-00252,North America,SMB,SF Analytics Suite,Software,17,9540.81,0,162193.77,80326.28
SO-001101,2024-01-08,CUST-00250,EMEA,SMB,SF Mobile Suite,Software,25,6805.44,0,170136.0,99272.93
SO-001102,2025-01-08,CUST-00154,North America,Government,SF AI Assistant,Software,6,12131.14,0,72786.84,56522.26
SO-001103,2025-03-25,CUST-00337,North America,Mid-Market,SF Mobile Suite,Software,5,6214.79,0.05,29520.25,16878.26
SO-001104,2025-12-27,CUST-00446,North America,Enterprise,SF DevOps Toolkit,Software,4,3808.85,0,15235.4,8885.7
SO-001105,2024-12-05,CUST-00381,APAC,Mid-Market,SF Cloud Platform,Software,6,18897.51,0.25,85038.79,65216.43
SO-001106,2024-05-01,CUST-00137,APAC,Enterprise,SF AI Assistant,Software,16,12180.45,0.15,165654.12,113829.94
SO-001107,2026-02-08,CUST-00167,EMEA,Enterprise,SF Certification Prep,Training,4,900.5,0.25,2701.5,1211.93
SO-001108,2024-05-14,CUST-00200,APAC,Mid-Market,SF Analytics Suite,Software,4,10334.23,0,41336.92,23431.39
SO-001109,2026-02-24,CUST-00007,LATAM,Mid-Market,SF Migration Services,Services,2,19043.46,0.2,30469.54,8362.36
SO-001110,2026-01-25,CUST-00306,APAC,Mid-Market,SF Cloud Platform,Software,14,17893.04,0,250502.56,120704.62
SO-001111,2024-09-10,CUST-00220,North America,Enterprise,SF Implementation,Services,2,16031.62,0,32063.24,8085.41
SO-001112,2024-09-26,CUST-00059,North America,Mid-Market,SF Training Bundle,Training,2,2519.76,0.05,4787.54,1794.27
SO-001113,2026-04-09,CUST-00401,EMEA,SMB,SF Analytics Suite,Software,23,10156.8,0.1,210245.76,108553.55
SO-001114,2025-08-28,CUST-00438,North America,Mid-Market,SF Migration Services,Services,2,20213.94,0,40427.88,8722.52
SO-001115,2024-05-29,CUST-00099,LATAM,Enterprise,SF AI Assistant,Software,1,12419.28,0,12419.28,5856.44
SO-001116,2025-06-21,CUST-00209,North America,Mid-Market,SF Security Pro,Software,23,8111.95,0,186574.85,105276.31
SO-001117,2024-03-03,CUST-00246,North America,SMB,SF Standard Support,Support,14,1877.69,0,26287.66,12067.16
SO-001118,2024-12-25,CUST-00144,North America,Mid-Market,SF Training Bundle,Training,4,2217.82,0.2,7097.02,2245.14
SO-001119,2024-02-23,CUST-00001,North America,Enterprise,SF Migration Services,Services,3,20099.05,0.05,57282.29,19835.27
SO-001120,2025-03-17,CUST-00052,EMEA,SMB,SF Mobile Suite,Software,9,7374.24,0.05,63049.75,34924.26
SO-001121,2025-11-16,CUST-00050,North America,Government,SF Cloud Platform,Software,22,18279.55,0.2,321720.08,181013.81
SO-001122,2026-04-09,CUST-00380,North America,Enterprise,SF Data Connect,Software,24,5851.67,0.05,133418.08,76817.79
SO-001123,2024-10-09,CUST-00333,APAC,Enterprise,SF DevOps Toolkit,Software,19,4053.9,0.2,61619.28,30649.91
SO-001124,2025-09-08,CUST-00381,APAC,Mid-Market,SF Analytics Suite,Software,2,9746.7,0.2,15594.72,10412.06
SO-001125,2024-07-16,CUST-00098,North America,Enterprise,SF Training Bundle,Training,4,2706.36,0,10825.44,4214.51
SO-001126,2024-11-04,CUST-00176,North America,Enterprise,SF Training Bundle,Training,4,2752.54,0,11010.16,4670.0
SO-001127,2024-05-10,CUST-00023,EMEA,SMB,SF DevOps Toolkit,Software,14,4263.62,0,59690.68,44174.06
SO-001128,2025-07-27,CUST-00437,North America,Enterprise,SF Data Connect,Software,12,5316.54,0.15,54228.71,40727.17
SO-001129,2025-05-09,CUST-00035,North America,Mid-Market,SF AI Assistant,Software,17,13552.8,0.05,218877.72,101145.44
SO-001130,2024-10-07,CUST-00307,EMEA,Mid-Market,SF Training Bundle,Training,2,2248.55,0.25,3372.83,985.4
SO-001131,2025-12-11,CUST-00498,EMEA,Enterprise,SF DevOps Toolkit,Software,24,4596.31,0.05,104795.87,65817.33
SO-001132,2024-03-17,CUST-00263,North America,Mid-Market,SF Mobile Suite,Software,15,6988.92,0.05,99592.11,70540.69
SO-001133,2025-09-13,CUST-00206,North America,Mid-Market,SF Security Pro,Software,7,7060.72,0,49425.04,25987.07
SO-001134,2024-01-10,CUST-00357,North America,SMB,SF Certification Prep,Training,5,887.97,0.15,3773.87,1453.0
SO-001135,2024-08-13,CUST-00156,EMEA,Government,SF Security Pro,Software,23,7258.32,0,166941.36,88107.82
SO-001136,2024-08-31,CUST-00274,APAC,Mid-Market,SF Security Pro,Software,2,8126.7,0.25,12190.05,6646.88
SO-001137,2024-10-03,CUST-00069,North America,Government,SF Certification Prep,Training,1,938.45,0,938.45,417.31
SO-001138,2024-04-28,CUST-00274,APAC,Mid-Market,SF Cloud Platform,Software,21,17176.29,0.1,324631.88,186650.61
SO-001139,2025-12-23,CUST-00043,North America,SMB,SF Standard Support,Support,9,1919.92,0.05,16415.32,9080.26
SO-001140,2024-02-28,CUST-00167,EMEA,Enterprise,SF Migration Services,Services,1,24137.95,0,24137.95,8563.76
SO-001141,2024-09-19,CUST-00091,North America,Mid-Market,SF Cloud Platform,Software,18,18849.52,0.2,271433.09,206338.14
SO-001142,2024-04-18,CUST-00299,APAC,Enterprise,SF Training Bundle,Training,4,2720.87,0,10883.48,4410.49
SO-001143,2025-07-18,CUST-00310,APAC,Mid-Market,SF DevOps Toolkit,Software,15,3848.01,0,57720.15,37174.13
SO-001144,2026-02-09,CUST-00414,EMEA,Enterprise,SF AI Assistant,Software,5,11805.8,0.15,50174.65,29905.03
SO-001145,2025-05-05,CUST-00076,EMEA,SMB,SF Analytics Suite,Software,16,8592.31,0,137476.96,101081.92
SO-001146,2025-08-06,CUST-00097,North America,Mid-Market,SF Premium Support,Support,24,3254.84,0,78116.16,36737.57
SO-001147,2024-06-30,CUST-00454,APAC,Mid-Market,SF AI Assistant,Software,22,12388.16,0,272539.52,130387.22
SO-001148,2025-04-10,CUST-00126,North America,Enterprise,SF Migration Services,Services,4,19361.54,0.05,73573.85,23471.14
SO-001149,2024-01-13,CUST-00414,EMEA,Enterprise,SF Implementation,Services,1,14450.44,0,14450.44,4826.22
SO-001150,2026-04-30,CUST-00391,EMEA,Mid-Market,SF Migration Services,Services,1,19572.38,0.15,16636.52,4161.6
SO-001151,2025-10-04,CUST-00481,North America,Mid-Market,SF Implementation,Services,1,16315.8,0,16315.8,5363.8
SO-001152,2026-01-23,CUST-00278,APAC,Enterprise,SF Data Connect,Software,23,4727.64,0,108735.72,76320.88
SO-001153,2025-03-30,CUST-00457,North America,Government,SF Mobile Suite,Software,10,6171.92,0,61719.2,29203.03
SO-001154,2024-09-30,CUST-00355,EMEA,Mid-Market,SF Migration Services,Services,5,19512.3,0.2,78049.2,17594.03
SO-001155,2024-04-15,CUST-00152,APAC,Government,SF Standard Support,Support,14,1606.59,0.2,17993.81,7046.38
SO-001156,2025-01-29,CUST-00219,EMEA,Mid-Market,SF Mobile Suite,Software,12,6802.96,0,81635.52,60465.13
SO-001157,2025-12-04,CUST-00197,North America,Government,SF Training Bundle,Training,1,2394.11,0.3,1675.88,544.5
SO-001158,2024-10-15,CUST-00490,North America,SMB,SF Data Connect,Software,3,5587.43,0,16762.29,12656.85
SO-001159,2024-03-27,CUST-00471,APAC,Mid-Market,SF Cloud Platform,Software,20,16115.96,0.05,306203.24,172644.83
SO-001160,2025-11-26,CUST-00093,North America,Enterprise,SF AI Assistant,Software,5,13415.22,0.1,60368.49,39725.27
SO-001161,2024-12-22,CUST-00147,APAC,SMB,SF Analytics Suite,Software,9,10686.27,0.1,86558.79,65627.71
SO-001162,2025-12-29,CUST-00416,North America,SMB,SF Certification Prep,Training,1,977.99,0.2,782.39,372.11
SO-001163,2025-11-02,CUST-00399,APAC,Government,SF Mobile Suite,Software,11,5813.17,0.05,60747.63,43372.38
SO-001164,2025-05-04,CUST-00500,North America,SMB,SF Analytics Suite,Software,4,9721.85,0.25,29165.55,15909.95
SO-001165,2024-11-26,CUST-00047,EMEA,Enterprise,SF Mobile Suite,Software,6,7021.69,0.05,40023.63,24639.23
SO-001166,2025-12-11,CUST-00247,APAC,Enterprise,SF AI Assistant,Software,20,13056.61,0,261132.2,186891.22
SO-001167,2024-09-08,CUST-00335,APAC,Enterprise,SF AI Assistant,Software,14,12177.62,0.05,161962.35,99622.31
SO-001168,2026-04-21,CUST-00275,EMEA,Mid-Market,SF DevOps Toolkit,Software,13,3675.36,0.15,40612.73,25434.02
SO-001169,2025-12-11,CUST-00398,North America,Mid-Market,SF Certification Prep,Training,2,954.84,0,1909.68,535.81
SO-001170,2024-01-18,CUST-00436,North America,Mid-Market,SF Data Connect,Software,18,5357.76,0,96439.68,47332.67
SO-001171,2024-12-23,CUST-00467,North America,Mid-Market,SF Data Connect,Software,25,5916.8,0,147920.0,74233.0
SO-001172,2025-07-18,CUST-00437,North America,Enterprise,SF AI Assistant,Software,8,10958.65,0,87669.2,61173.24
SO-001173,2025-12-13,CUST-00061,EMEA,Government,SF Training Bundle,Training,2,2311.77,0,4623.54,2186.85
SO-001174,2024-02-25,CUST-00191,North America,Enterprise,SF Training Bundle,Training,1,2517.18,0,2517.18,1126.41
SO-001175,2024-06-10,CUST-00446,North America,Enterprise,SF Cloud Platform,Software,5,17272.32,0,86361.6,41457.56
SO-001176,2026-04-13,CUST-00292,EMEA,Enterprise,SF AI Assistant,Software,5,12955.5,0.05,61538.62,30802.33
SO-001177,2025-12-16,CUST-00271,EMEA,SMB,SF Security Pro,Software,16,7592.96,0,121487.36,86128.95
SO-001178,2024-01-14,CUST-00356,APAC,SMB,SF Security Pro,Software,4,6994.78,0.2,22383.3,10418.05
SO-001179,2024-06-26,CUST-00385,APAC,Mid-Market,SF Standard Support,Support,6,1535.87,0.2,7372.18,4216.69
SO-001180,2025-04-10,CUST-00449,EMEA,Enterprise,SF Standard Support,Support,23,1977.94,0.2,36394.1,19034.66
SO-001181,2024-08-20,CUST-00364,EMEA,Enterprise,SF AI Assistant,Software,6,11178.58,0,67071.48,38747.67
SO-001182,2024-05-08,CUST-00487,EMEA,Mid-Market,SF Training Bundle,Training,2,2328.29,0,4656.58,1669.19
SO-001183,2026-02-02,CUST-00422,North America,Enterprise,SF Standard Support,Support,20,1984.53,0.15,33737.01,17334.75
SO-001184,2025-10-30,CUST-00161,APAC,Government,SF Migration Services,Services,4,24159.87,0,96639.48,31939.43
SO-001185,2025-03-10,CUST-00332,APAC,SMB,SF DevOps Toolkit,Software,9,3706.59,0,33359.31,21718.14
SO-001186,2024-12-09,CUST-00434,North America,SMB,SF Cloud Platform,Software,8,16823.92,0.05,127861.79,60891.46
SO-001187,2024-01-12,CUST-00306,APAC,Mid-Market,SF Certification Prep,Training,3,815.69,0,2447.07,1139.94
SO-001188,2024-10-02,CUST-00124,LATAM,Enterprise,SF Analytics Suite,Software,19,9684.67,0.1,165607.86,117883.54
SO-001189,2024-02-19,CUST-00024,APAC,Mid-Market,SF Data Connect,Software,3,6118.48,0,18355.44,10479.32
SO-001190,2025-02-11,CUST-00145,North America,SMB,SF Standard Support,Support,7,1699.82,0.05,11303.8,5458.1
SO-001191,2025-12-20,CUST-00067,North America,Government,SF Migration Services,Services,1,20886.7,0.2,16709.36,4771.14
SO-001192,2026-04-06,CUST-00258,North America,Enterprise,SF Certification Prep,Training,2,771.4,0.15,1311.38,492.28
SO-001193,2024-02-08,CUST-00445,North America,SMB,SF Security Pro,Software,6,6984.6,0.05,39812.22,29568.19
SO-001194,2026-01-05,CUST-00048,North America,SMB,SF DevOps Toolkit,Software,7,4587.42,0.1,28900.75,20371.22
SO-001195,2025-05-28,CUST-00083,EMEA,SMB,SF Standard Support,Support,24,1858.72,0.05,42378.82,25273.67
SO-001196,2026-03-15,CUST-00230,EMEA,SMB,SF Mobile Suite,Software,11,6092.14,0.1,60312.19,45870.19
SO-001197,2025-12-30,CUST-00021,North America,Enterprise,SF Certification Prep,Training,4,829.56,0.3,2322.77,932.3
SO-001198,2024-06-05,CUST-00491,EMEA,Mid-Market,SF Implementation,Services,4,13188.33,0,52753.32,17142.06
SO-001199,2025-07-14,CUST-00159,North America,Government,SF Certification Prep,Training,1,899.71,0.05,854.72,268.33
SO-001200,2024-06-14,CUST-00152,APAC,Government,SF Analytics Suite,Software,9,9718.06,0.05,83089.41,39726.59
SO-001201,2026-03-01,CUST-00364,EMEA,Enterprise,SF Premium Support,Support,9,4125.03,0.3,25987.69,15459.17
SO-001202,2025-10-27,CUST-00227,North America,SMB,SF Mobile Suite,Software,4,7419.78,0.05,28195.16,16159.45
SO-001203,2025-02-14,CUST-00147,APAC,SMB,SF AI Assistant,Software,20,13501.7,0,270034.0,155050.28
SO-001204,2025-10-01,CUST-00433,North America,Government,SF Data Connect,Software,12,4725.25,0.05,53867.85,32389.66
SO-001205,2025-11-29,CUST-00450,EMEA,Enterprise,SF Cloud Platform,Software,20,20578.13,0,411562.6,293008.68
SO-001206,2026-04-20,CUST-00359,North America,Mid-Market,SF Standard Support,Support,1,1613.46,0,1613.46,787.93
SO-001207,2025-02-12,CUST-00292,EMEA,Enterprise,SF Analytics Suite,Software,8,9181.44,0.05,69778.94,33869.9
SO-001208,2025-04-24,CUST-00239,APAC,Enterprise,SF Migration Services,Services,5,24640.84,0.05,117043.99,26085.99
SO-001209,2024-04-20,CUST-00375,EMEA,SMB,SF AI Assistant,Software,25,11759.21,0.05,279281.24,132924.81
SO-001210,2025-09-10,CUST-00176,North America,Enterprise,SF Premium Support,Support,7,3818.47,0.05,25392.83,11720.14
SO-001211,2025-07-12,CUST-00020,North America,SMB,SF Mobile Suite,Software,16,5808.75,0,92940.0,59450.66
SO-001212,2026-03-03,CUST-00308,North America,Mid-Market,SF AI Assistant,Software,2,13571.25,0.05,25785.38,15336.77
SO-001213,2024-08-06,CUST-00243,EMEA,Mid-Market,SF Cloud Platform,Software,7,19987.31,0.25,104933.38,71060.17
SO-001214,2024-09-15,CUST-00139,North America,Mid-Market,SF Migration Services,Services,2,19251.7,0,38503.4,10425.19
SO-001215,2025-12-30,CUST-00153,EMEA,Mid-Market,SF Premium Support,Support,14,3626.76,0.1,45697.18,20853.82
SO-001216,2024-02-25,CUST-00426,North America,SMB,SF Analytics Suite,Software,14,9049.75,0.15,107692.02,54758.52
SO-001217,2025-03-05,CUST-00179,North America,SMB,SF Premium Support,Support,16,3638.35,0.15,49481.56,32189.6
SO-001218,2024-12-29,CUST-00224,EMEA,Enterprise,SF Training Bundle,Training,5,2320.18,0,11600.9,5065.12
SO-001219,2024-07-22,CUST-00306,APAC,Mid-Market,SF Analytics Suite,Software,24,9978.69,0.1,215539.7,120748.16
SO-001220,2026-01-21,CUST-00422,North America,Enterprise,SF Training Bundle,Training,3,2050.21,0.2,4920.5,2296.71
SO-001221,2024-11-20,CUST-00256,North America,Enterprise,SF Analytics Suite,Software,22,9233.2,0.05,192973.88,88033.72
SO-001222,2024-05-08,CUST-00231,North America,SMB,SF Migration Services,Services,4,22916.85,0.1,82500.66,17776.66
SO-001223,2024-07-11,CUST-00382,LATAM,Enterprise,SF AI Assistant,Software,23,12165.91,0,279815.93,161651.31
SO-001224,2024-08-02,CUST-00179,North America,SMB,SF DevOps Toolkit,Software,22,4296.81,0,94529.82,68012.15
SO-001225,2024-11-05,CUST-00009,LATAM,SMB,SF Security Pro,Software,17,8546.58,0,145291.86,89676.67
SO-001226,2025-02-27,CUST-00234,APAC,SMB,SF AI Assistant,Software,12,11467.96,0.05,130734.74,81713.16
SO-001227,2024-12-09,CUST-00392,LATAM,SMB,SF Analytics Suite,Software,6,9382.65,0.05,53481.1,33941.51
SO-001228,2025-07-09,CUST-00084,APAC,Mid-Market,SF AI Assistant,Software,13,11226.1,0.1,131345.37,88801.5
SO-001229,2024-10-17,CUST-00325,North America,Mid-Market,SF Training Bundle,Training,5,2715.29,0.2,10861.16,3256.66
SO-001230,2026-04-05,CUST-00045,North America,SMB,SF Analytics Suite,Software,3,9926.43,0.1,26801.36,15777.05
SO-001231,2026-02-06,CUST-00255,EMEA,Enterprise,SF Certification Prep,Training,5,1015.35,0,5076.75,1872.41
SO-001232,2026-04-05,CUST-00298,North America,Government,SF Cloud Platform,Software,22,16865.48,0.05,352488.53,185915.07
SO-001233,2025-07-18,CUST-00233,LATAM,Mid-Market,SF AI Assistant,Software,4,10904.02,0.05,41435.28,20528.83
SO-001234,2026-03-23,CUST-00496,North America,Mid-Market,SF Premium Support,Support,14,4040.63,0.1,50911.94,30586.6
SO-001235,2024-01-08,CUST-00203,APAC,Mid-Market,SF Data Connect,Software,8,5412.25,0,43298.0,28969.46
SO-001236,2026-03-25,CUST-00158,APAC,Mid-Market,SF AI Assistant,Software,22,11069.6,0.2,194824.96,114894.3
SO-001237,2024-01-27,CUST-00008,North America,SMB,SF Mobile Suite,Software,12,7164.5,0.05,81675.3,56838.23
SO-001238,2024-12-09,CUST-00163,EMEA,Mid-Market,SF Mobile Suite,Software,19,7461.02,0,141759.38,109350.97
SO-001239,2025-09-23,CUST-00099,LATAM,Enterprise,SF Migration Services,Services,4,24168.43,0.15,82172.66,24378.82
SO-001240,2025-10-13,CUST-00066,EMEA,Mid-Market,SF AI Assistant,Software,24,10825.38,0.2,207847.3,129512.78
SO-001241,2024-08-24,CUST-00224,EMEA,Enterprise,SF Analytics Suite,Software,23,10358.34,0.05,226329.73,149427.04
SO-001242,2025-02-05,CUST-00402,North America,SMB,SF Certification Prep,Training,3,991.08,0,2973.24,1024.22
SO-001243,2024-04-05,CUST-00048,North America,SMB,SF Cloud Platform,Software,14,15362.31,0.15,182811.49,92272.42
SO-001244,2025-12-25,CUST-00317,APAC,Enterprise,SF Standard Support,Support,3,1838.77,0,5516.31,3237.5
